,Title,Singer,Img,Mp3,Link
236,Giáng Sinh An Lành,Thảo Vy,https://data.chiasenhac.com/data/cover/132/131591.jpg,https://data25.chiasenhac.com/download2/2135/6/2134662-9b92216f/128/Giang%20Sinh%20An%20Lanh%20-%20Thao%20Vy.mp3,https://vi.chiasenhac.vn/nghe-album/giang-sinh-an-lanh-single-xss7vsrsqt24a4.html
237,Chẳng Thể Tìm Được Em,PhucXP,https://data.chiasenhac.com/data/cover/132/131590.jpg,https://data25.chiasenhac.com/download2/2139/6/2138766-254f07fe/128/Chang%20The%20Tim%20Duoc%20Em%20-%20PhucXP_%20Freak%20D.mp3,https://vi.chiasenhac.vn/nghe-album/chang-the-tim-duoc-em-single-xss7vsr5qt24ah.html
238,Hạnh Phúc Bỏ Rơi Em,Hương Ly,https://data.chiasenhac.com/data/cover/132/131587.jpg,https://data25.chiasenhac.com/download2/2135/6/2134650-cb809fd4/128/Hanh%20Phuc%20Bo%20Roi%20Em%20-%20Huong%20Ly.mp3,https://vi.chiasenhac.vn/nghe-album/hanh-phuc-bo-roi-em-single-xss7vsrmqt24a8.html
239,Gặp Nhưng Không Ở Lại,Hiền Hồ,https://data.chiasenhac.com/data/cover/132/131586.jpg,https://data25.chiasenhac.com/download2/2135/6/2134648-25a034b3/128/Gap%20Nhung%20Khong%20O%20Lai%20-%20Hien%20Ho.mp3,https://vi.chiasenhac.vn/nghe-album/gap-nhung-khong-o-lai-single-xss7vsrwqt24a9.html
240,Khách Sang Đò,Châu Khải Phong,https://data.chiasenhac.com/data/cover/132/131585.jpg,https://data25.chiasenhac.com/download2/2135/6/2134646-8ed39dad/128/Khach%20Sang%20Do%20-%20Chau%20Khai%20Phong.mp3,https://vi.chiasenhac.vn/nghe-album/khach-sang-do-single-xss7vsrrqt24aa.html
241,Hương Hoa Phai Tàn,H2K,https://data.chiasenhac.com/data/cover/132/131582.jpg,https://data25.chiasenhac.com/download2/2135/6/2134601-af6946f2/128/Huong%20Hoa%20Phai%20Tan%20-%20H2K.mp3,https://vi.chiasenhac.vn/nghe-album/huong-hoa-phai-tan-single-xss7vsrdqt24am.html
242,Ooh Just You,Lê Thiện Hiếu,https://data.chiasenhac.com/data/cover/132/131550.jpg,https://data25.chiasenhac.com/download2/2135/6/2134402-1881f6d0/128/Ooh%20Just%20You%20-%20Le%20Thien%20Hieu.mp3,https://vi.chiasenhac.vn/nghe-album/ooh-just-you-single-xss7vscdqt24vm.html
243,Gần Nhưng Không Chạm Tới,Dylan Phạm and Tín Tom,https://data.chiasenhac.com/data/cover/132/131543.jpg,https://data25.chiasenhac.com/download2/2135/6/2134337-f741b9ad/128/Gan%20Nhung%20Khong%20Cham%20Toi%20-%20Dylan%20Pham_%20T.mp3,https://vi.chiasenhac.vn/nghe-album/gan-nhung-khong-cham-toi-single-xss7vsdsqt24m4.html
244,#Finhay,HuyR and Tùng Viu,https://data.chiasenhac.com/data/cover/132/131542.jpg,https://data25.chiasenhac.com/download2/2135/6/2134328-685928d0/128/Finhay%20-%20HuyR_%20Tung%20Viu.mp3,https://vi.chiasenhac.vn/nghe-album/finhay-single-xss7vsd5qt24mh.html
245,Vì Anh Là Gu Chị,Phạm Quỳnh Anh and  Ricky Star,https://data.chiasenhac.com/data/cover/132/131539.jpg,https://data25.chiasenhac.com/download2/2135/6/2134313-cadd92fc/128/Vi%20Anh%20La%20Gu%20Chi%20-%20Pham%20Quynh%20Anh_%20Ricky.mp3,https://vi.chiasenhac.vn/nghe-album/vi-anh-la-gu-chi-single-xss7vsdmqt24m8.html
246,SAIGON 20,Rengo,https://data.chiasenhac.com/data/cover/132/131518.jpg,https://data25.chiasenhac.com/download2/2135/6/2134206-ea6f566e/128/SAIGON%2020%20-%20Rengo.mp3,https://vi.chiasenhac.vn/nghe-album/saigon-20-single-xss7vsqdqt24em.html
247,Về Đi Anh,Mạnh Hakyno,https://data.chiasenhac.com/data/cover/132/131517.jpg,https://data25.chiasenhac.com/download2/2135/6/2134205-9020a23f/128/Ve%20Di%20Anh%20-%20Manh%20Hakyno.mp3,https://vi.chiasenhac.vn/nghe-album/ve-di-anh-single-xss7vsqqqt24ee.html
248,Next Đi,An Nam,https://data.chiasenhac.com/data/cover/132/131516.jpg,https://data25.chiasenhac.com/download2/2135/6/2134204-369c5a3a/128/Next%20Di%20-%20An%20Nam.mp3,https://vi.chiasenhac.vn/nghe-album/next-di-single-xss7vsqtqt24ef.html
249,Anh (Cover),Trà Ngọc Hằng,https://data.chiasenhac.com/data/cover/132/131515.jpg,https://data25.chiasenhac.com/download2/2135/6/2134203-c3417795/128/Anh%20Cover_%20-%20Tra%20Ngoc%20Hang.mp3,https://vi.chiasenhac.vn/nghe-album/anh-cover-single-xss7vst0qt24fn.html
250,Em Chọn Độc Thân,Lily Chen and Nguyễn Đình Vũ,https://data.chiasenhac.com/data/cover/132/131514.jpg,https://data25.chiasenhac.com/download2/2135/6/2134202-fdb63489/128/Em%20Chon%20Doc%20Than%20-%20Lily%20Chen_%20Nguyen%20Din.mp3,https://vi.chiasenhac.vn/nghe-album/em-chon-doc-than-single-xss7vstzqt24f1.html
251,Vẫn Sẽ Yêu Em Dù Đau,Định Tống,https://data.chiasenhac.com/data/cover/132/131492.jpg,https://data25.chiasenhac.com/download2/2135/6/2134057-67da73d7/128/Van%20Se%20Yeu%20Em%20Du%20Dau%20-%20Dinh%20Tong.mp3,https://vi.chiasenhac.vn/nghe-album/van-se-yeu-em-du-dau-single-xss7v507qt2hnt.html
252,Rap Say (OST Lật Mặt: 48H),Lý Hải and Mạc Văn Khoa and Cao Phương Thúy,https://data.chiasenhac.com/data/cover/132/131488.jpg,https://data25.chiasenhac.com/download2/2135/6/2134017-90620381/128/Rap%20Say%20OST%20Lat%20Mat_%2048H_%20-%20Ly%20Hai_%20Mac.mp3,https://vi.chiasenhac.vn/nghe-album/rap-say-ost-lat-mat-48h-single-xss7v50bqt2hnq.html
253,Chuyện Rằng,Thịnh Suy,https://data.chiasenhac.com/data/cover/132/131486.jpg,https://data25.chiasenhac.com/download2/2134/6/2133975-a962628f/128/Chuyen%20Rang%20-%20Thinh%20Suy.mp3,https://vi.chiasenhac.vn/nghe-album/gop-ep-xss7v50dqt2hnm.html
254,Con Tim Ngu Ngục,Serene and Kim Trung,https://data.chiasenhac.com/data/cover/132/131473.jpg,https://data25.chiasenhac.com/download2/2134/6/2133943-bc712403/128/Con%20Tim%20Ngu%20Nguc%20-%20Serene_%20Kim%20Trung.mp3,https://vi.chiasenhac.vn/nghe-album/con-tim-ngu-nguc-single-xss7v5zrqt2h1a.html
255,Thiếu Phụ,Kim Kim,https://data.chiasenhac.com/data/cover/132/131472.jpg,https://data25.chiasenhac.com/download2/2134/6/2133941-c091fd9b/128/Thieu%20Phu%20-%20Kim%20Kim.mp3,https://vi.chiasenhac.vn/nghe-album/thieu-phu-single-xss7v5zbqt2h1q.html
256,Vì Ta Khác Nhau,Triệu Hùng,https://data.chiasenhac.com/data/cover/132/131470.jpg,https://data25.chiasenhac.com/download2/2134/6/2133927-de638b2a/128/Vi%20Ta%20Khac%20Nhau%20-%20Trieu%20Hung.mp3,https://vi.chiasenhac.vn/nghe-album/vi-ta-khac-nhau-single-xss7v5zdqt2h1m.html
257,Tơ Vương,Sang Ca,https://data.chiasenhac.com/data/cover/132/131469.jpg,https://data25.chiasenhac.com/download2/2134/6/2133926-dae1a3db/128/To%20Vuong%20-%20Sang%20Ca.mp3,https://vi.chiasenhac.vn/nghe-album/to-vuong-single-xss7v5zqqt2h1e.html
258,Hoài Một Đời Chờ Đợi (Lofi),Khang Việt,https://data.chiasenhac.com/data/cover/132/131468.jpg,https://data25.chiasenhac.com/download2/2134/6/2133925-946f2a75/128/Hoai%20Mot%20Doi%20Cho%20Doi%20Lofi_%20-%20Khang%20Viet.mp3,https://vi.chiasenhac.vn/nghe-album/hoai-mot-doi-cho-doi-lofi-single-xss7v5ztqt2h1f.html
259,Ngày Nắng,Benjamin,https://data.chiasenhac.com/data/cover/132/131438.jpg,https://data25.chiasenhac.com/download2/2134/6/2133716-baaa7ef1/128/Ngay%20Nang%20-%20Benjamin.mp3,https://vi.chiasenhac.vn/nghe-album/ngay-nang-single-xss7v53dqt2hwm.html
260,Em Hài Lòng Rồi Đúng Không?,Cao Nam Thành,https://data.chiasenhac.com/data/cover/132/131437.jpg,https://data25.chiasenhac.com/download2/2134/6/2133713-394dc6e5/128/Em%20Hai%20Long%20Roi%20Dung%20Khong_%20-%20Cao%20Nam%20Th.mp3,https://vi.chiasenhac.vn/nghe-album/em-hai-long-roi-dung-khong-single-xss7v53qqt2hwe.html
261,Em Là Châu Báu,MCK and  Tlinh,https://data.chiasenhac.com/data/cover/132/131392.jpg,https://data25.chiasenhac.com/download2/2134/6/2133593-edef116a/128/Em%20La%20Chau%20Bau%20-%20MCK_%20Tlinh.mp3,https://vi.chiasenhac.vn/nghe-album/em-la-chau-bau-single-xss7v56bqt2hkq.html
262,Chờ Ngày Người Ấy Đồng Ý,Keyo,https://data.chiasenhac.com/data/cover/132/131391.jpg,https://data25.chiasenhac.com/download2/2134/6/2133592-f0f0d661/128/Cho%20Ngay%20Nguoi%20Ay%20Dong%20Y%20-%20Keyo.mp3,https://vi.chiasenhac.vn/nghe-album/cho-ngay-nguoi-ay-dong-y-single-xss7v56cqt2hkv.html
263,Mối Tình Đầu,Vương Triệu Anh,https://data.chiasenhac.com/data/cover/132/131351.jpg,https://data25.chiasenhac.com/download2/2134/6/2133268-f4184621/128/Moi%20Tinh%20Dau%20-%20Vuong%20Trieu%20Anh.mp3,https://vi.chiasenhac.vn/nghe-album/moi-tinh-dau-single-xss7v5wsqt2h94.html
264,Không Cần Hỏi Thăm,Đinh Tùng Huy,https://data.chiasenhac.com/data/cover/132/131349.jpg,https://data25.chiasenhac.com/download2/2134/6/2133260-89a2ed60/128/Khong%20Can%20Hoi%20Tham%20-%20Dinh%20Tung%20Huy.mp3,https://vi.chiasenhac.vn/nghe-album/khong-can-hoi-tham-single-xss7v5w6qt2h9k.html
265,Lời Nói Điêu Trên Môi Em,Đỗ Nguyên Phúc and Lil Zpoet,https://data.chiasenhac.com/data/cover/132/131348.jpg,https://data25.chiasenhac.com/download2/2134/6/2133256-c8251a50/128/Loi%20Noi%20Dieu%20Tren%20Moi%20Em%20-%20Do%20Nguyen%20Phu.mp3,https://vi.chiasenhac.vn/nghe-album/loi-noi-dieu-tren-moi-em-single-xss7v5w7qt2h9t.html
266,Sao Em Lại Tắt Máy?,Phạm Nguyên Ngọc and B.,https://data.chiasenhac.com/data/cover/132/131346.jpg,https://data25.chiasenhac.com/download2/2134/6/2133229-f80d95c6/128/Sao%20Em%20Lai%20Tat%20May_%20-%20Pham%20Nguyen%20Ngoc_.mp3,https://vi.chiasenhac.vn/nghe-album/sao-em-lai-tat-may-single-xss7v5wwqt2h99.html
267,Quên Lãng,Chance C and The 199X,https://data.chiasenhac.com/data/cover/132/131345.jpg,https://data25.chiasenhac.com/download2/2134/6/2133228-55ae001d/128/Quen%20Lang%20-%20Chance%20C_%20The%20199X.mp3,https://vi.chiasenhac.vn/nghe-album/quen-lang-single-xss7v5wrqt2h9a.html
268,Buông Bàn Tay Thật Nhanh,DuUyen,https://data.chiasenhac.com/data/cover/132/131344.jpg,https://data25.chiasenhac.com/download2/2134/6/2133224-90a88c77/128/Buong%20Ban%20Tay%20That%20Nhanh%20-%20DuUyen.mp3,https://vi.chiasenhac.vn/nghe-album/buong-ban-tay-that-nhanh-single-xss7v5wbqt2h9q.html
269,Trò Chơi,Soobin,https://data.chiasenhac.com/data/cover/132/131343.jpg,https://data25.chiasenhac.com/download2/2134/6/2133223-0327a6bf/128/Tro%20Choi%20-%20Soobin.mp3,https://vi.chiasenhac.vn/nghe-album/tro-choi-single-xss7v5wcqt2h9v.html
270,Em Chọn Cách Rời Xa,Vĩnh Thuyên Kim and  TRUNKY,https://data.chiasenhac.com/data/cover/132/131342.jpg,https://data25.chiasenhac.com/download2/2134/6/2133212-c0a9be9e/128/Em%20Chon%20Cach%20Roi%20Xa%20-%20Vinh%20Thuyen%20Kim_%20T.mp3,https://vi.chiasenhac.vn/nghe-album/em-chon-cach-roi-xa-single-xss7v5wdqt2h9m.html
271,Short Skirt,Niz and Trần Huyền Diệp,https://data.chiasenhac.com/data/cover/132/131341.jpg,https://data25.chiasenhac.com/download2/2134/6/2133211-763bb0bb/128/Short%20Skirt%20-%20Niz_%20Tran%20Huyen%20Diep.mp3,https://vi.chiasenhac.vn/nghe-album/short-skirt-single-xss7v5wqqt2h9e.html
272,Mắt Chị,Tố My,https://data.chiasenhac.com/data/cover/132/131322.jpg,https://data25.chiasenhac.com/download2/2134/6/2133113-0b42df0e/128/Mat%20Chi%20-%20To%20My.mp3,https://vi.chiasenhac.vn/nghe-album/mat-chi-single-xss7v5bzqt2hq1.html
273,Người Cũ Em Còn Yêu,Hồ Gia Khánh,https://data.chiasenhac.com/data/cover/132/131308.jpg,https://data25.chiasenhac.com/download2/2134/6/2133007-1353bdd7/128/Nguoi%20Cu%20Em%20Con%20Yeu%20-%20Ho%20Gia%20Khanh.mp3,https://vi.chiasenhac.vn/nghe-album/nguoi-cu-em-con-yeu-single-xss7v5btqt2hqf.html
274,Dịu Dàng Yêu,Đào Duy Quý and Lil' Wuan,https://data.chiasenhac.com/data/cover/132/131307.jpg,https://data25.chiasenhac.com/download2/2134/6/2133006-f5b788af/128/Diu%20Dang%20Yeu%20-%20Dao%20Duy%20Quy_%20Lil_%20Wuan.mp3,https://vi.chiasenhac.vn/nghe-album/diu-dang-yeu-single-xss7v5c0qt2hvn.html
275,Che Giấu Nỗi Đau,Hoàng Ly,https://data.chiasenhac.com/data/cover/132/131283.jpg,https://data25.chiasenhac.com/download2/2133/6/2132853-e80855b8/128/Che%20Giau%20Noi%20Dau%20-%20Hoang%20Ly.mp3,https://vi.chiasenhac.vn/nghe-album/che-giau-noi-dau-single-xss7v5dmqt2hm8.html
276,Mùa Yêu Dấu Cũ,Nguyên Trực,https://data.chiasenhac.com/data/cover/132/131282.jpg,https://data25.chiasenhac.com/download2/2133/6/2132852-45ad47e5/128/Mua%20Yeu%20Dau%20Cu%20-%20Nguyen%20Truc.mp3,https://vi.chiasenhac.vn/nghe-album/mua-yeu-dau-cu-single-xss7v5dwqt2hm9.html
277,Hà Nội Gen Trội,Vũ and Gừng,https://data.chiasenhac.com/data/cover/132/131281.jpg,https://data25.chiasenhac.com/download2/2133/6/2132850-b7898975/128/Ha%20Noi%20Gen%20Troi%20-%20Vu_%20Gung.mp3,https://vi.chiasenhac.vn/nghe-album/ha-noi-gen-troi-single-xss7v5drqt2hma.html
278,Hạnh Phúc Em Từng Vay,Thanh Thảo,https://data.chiasenhac.com/data/cover/132/131270.jpg,https://data25.chiasenhac.com/download2/2133/6/2132828-071ee6ea/128/Hanh%20Phuc%20Em%20Tung%20Vay%20-%20Thanh%20Thao.mp3,https://vi.chiasenhac.vn/nghe-album/hanh-phuc-em-tung-vay-single-xss7v5q5qt2heh.html
279,Cô Nương Theo Người Ấy,Tâm Corbas,https://data.chiasenhac.com/data/cover/132/131251.jpg,https://data25.chiasenhac.com/download2/2133/6/2132730-7e494c2f/128/Co%20Nuong%20Theo%20Nguoi%20Ay%20-%20Tam%20Corbas.mp3,https://vi.chiasenhac.vn/nghe-album/co-nuong-theo-nguoi-ay-single-xss7v5tmqt2hf8.html
280,Tình Ta,Sĩ Chương,https://data.chiasenhac.com/data/cover/132/131250.jpg,https://data25.chiasenhac.com/download2/2133/6/2132729-de8dc416/128/Tinh%20Ta%20-%20Si%20Chuong.mp3,https://vi.chiasenhac.vn/nghe-album/tinh-ta-single-xss7v5twqt2hf9.html
281,Hồng Tàn,G5R Squad,https://data.chiasenhac.com/data/cover/132/131246.jpg,https://data25.chiasenhac.com/download2/2133/6/2132721-a9114f81/128/Hong%20Tan%20-%20G5R%20Squad.mp3,https://vi.chiasenhac.vn/nghe-album/hong-tan-single-xss7v5tdqt2hfm.html
282,Người Thứ Ba,Quang Đăng Trần,https://data.chiasenhac.com/data/cover/132/131244.jpg,https://data25.chiasenhac.com/download2/2133/6/2132716-9739b7e5/128/Nguoi%20Thu%20Ba%20-%20Quang%20Dang%20Tran.mp3,https://vi.chiasenhac.vn/nghe-album/nguoi-thu-ba-single-xss7v5ttqt2hff.html
283,Anh Từng Cố Gắng,Nhật Phong,https://data.chiasenhac.com/data/cover/132/131242.jpg,https://data25.chiasenhac.com/download2/2133/6/2132713-2dd647ba/128/Anh%20Tung%20Co%20Gang%20-%20Nhat%20Phong.mp3,https://vi.chiasenhac.vn/nghe-album/anh-tung-co-gang-single-xss7v60zqt2kn1.html
284,Có Những Nỗi Đau,Lương Gia Hùng and Kiều Mini,https://data.chiasenhac.com/data/cover/132/131191.jpg,https://data25.chiasenhac.com/download2/2133/6/2132423-68b7e83f/128/Co%20Nhung%20Noi%20Dau%20-%20Luong%20Gia%20Hung_%20Kieu.mp3,https://vi.chiasenhac.vn/nghe-album/co-nhung-noi-dau-single-xss7v63sqt2kw4.html
285,Anh Vẫn Còn Thương Em,Khương Ngọc Đình,https://data.chiasenhac.com/data/cover/132/131190.jpg,https://data25.chiasenhac.com/download2/2133/6/2132420-5af23069/128/Anh%20Van%20Con%20Thuong%20Em%20-%20Khuong%20Ngoc%20Dinh.mp3,https://vi.chiasenhac.vn/nghe-album/anh-van-con-thuong-em-single-xss7v635qt2kwh.html
286,Khó Vẽ Nụ Cười,DuUyen,https://data.chiasenhac.com/data/cover/132/131189.jpg,https://data25.chiasenhac.com/download2/2133/6/2132419-94a23fe3/128/Kho%20Ve%20Nu%20Cuoi%20-%20DuUyen.mp3,https://vi.chiasenhac.vn/nghe-album/kho-ve-nu-cuoi-single-xss7v636qt2kwk.html
287,Nguyệt Hạ Tiền Hoa,Hồ Quang Hiếu,https://data.chiasenhac.com/data/cover/132/131188.jpg,https://data25.chiasenhac.com/download2/2133/6/2132416-689d573d/128/Nguyet%20Ha%20Tien%20Hoa%20-%20Ho%20Quang%20Hieu.mp3,https://vi.chiasenhac.vn/nghe-album/nguyet-ha-tien-hoa-single-xss7v637qt2kwt.html
288,"Cần Không Có, Có Không Cần",Thanh Hưng,https://data.chiasenhac.com/data/cover/132/131187.jpg,https://data25.chiasenhac.com/download2/2133/6/2132415-d344c07e/128/Can%20Khong%20Co_%20Co%20Khong%20Can%20-%20Thanh%20Hung.mp3,https://vi.chiasenhac.vn/nghe-album/can-khong-co-co-khong-can-single-xss7v63mqt2kw8.html
289,Vì Yêu Em,Binno Phương Bắc,https://data.chiasenhac.com/data/cover/132/131160.jpg,https://data25.chiasenhac.com/download2/2133/6/2132330-c72c8257/128/Vi%20Yeu%20Em%20-%20Binno%20Phuong%20Bac.mp3,https://vi.chiasenhac.vn/nghe-album/vi-yeu-em-single-xss7v653qt2khw.html
290,Anh Là Người Duy Nhất,Quyn Si,https://data.chiasenhac.com/data/cover/132/131159.jpg,https://data25.chiasenhac.com/download2/2133/6/2132328-e0fb512d/128/Anh%20La%20Nguoi%20Duy%20Nhat%20-%20Quyn%20Si.mp3,https://vi.chiasenhac.vn/nghe-album/anh-la-nguoi-duy-nhat-single-xss7v65sqt2kh4.html
291,Hãy Yêu Khi Ta Còn Bên Nhau,Ngọc Anh,https://data.chiasenhac.com/data/cover/132/131153.jpg,https://data25.chiasenhac.com/download2/2133/6/2132277-7d30d756/128/Hay%20Yeu%20Khi%20Ta%20Con%20Ben%20Nhau%20-%20Ngoc%20Anh.mp3,https://vi.chiasenhac.vn/nghe-album/thuy-nga-music-box-18-tinh-ca-lam-phuong-phu-quang-singer-xss7v65rqt2kha.html
292,Hãy Đợi Anh,Nam Vương Bảo Lê and  Thadius and  Htrol,https://data.chiasenhac.com/data/cover/132/131143.jpg,https://data25.chiasenhac.com/download2/2133/6/2132171-09549bd3/128/Hay%20Doi%20Anh%20-%20Nam%20Vuong%20Bao%20Le_%20Thadius_.mp3,https://vi.chiasenhac.vn/nghe-album/hay-doi-anh-single-xss7v66sqt2kk4.html
293,Thôi Hẹn Em,Madihu,https://data.chiasenhac.com/data/cover/132/131142.jpg,https://data25.chiasenhac.com/download2/2133/6/2132169-3f4e0841/128/Thoi%20Hen%20Em%20-%20Madihu.mp3,https://vi.chiasenhac.vn/nghe-album/thoi-hen-em-single-xss7v665qt2kkh.html
294,Cô Ấy Là Ai,Phương Mai,https://data.chiasenhac.com/data/cover/132/131141.jpg,https://data25.chiasenhac.com/download2/2133/6/2132166-819de9e0/128/Co%20Ay%20La%20Ai%20-%20Phuong%20Mai.mp3,https://vi.chiasenhac.vn/nghe-album/co-ay-la-ai-single-xss7v666qt2kkk.html
295,Đường Ai Nấy Đi,Bùi Anh Tuấn,https://data.chiasenhac.com/data/cover/132/131137.jpg,https://data25.chiasenhac.com/download2/2133/6/2132159-67b5a780/128/Duong%20Ai%20Nay%20Di%20-%20Bui%20Anh%20Tuan.mp3,https://vi.chiasenhac.vn/nghe-album/duong-ai-nay-di-single-xss7v66rqt2kka.html
296,Poppin Bottles (Mixes 1.25),Chico Rose and Jaden Bojsen,https://data.chiasenhac.com/data/cover/132/131134.jpg,https://data25.chiasenhac.com/download2/2133/6/2132129-d70c2e97/128/Poppin%20Bottles%20Mixes%201_25_%20-%20Chico%20Rose_.mp3,https://vi.chiasenhac.vn/nghe-album/poppin-bottles-xss7v66dqt2kkm.html
297,Sắc Màu Duyên Thương,ImD and Shi G,https://data.chiasenhac.com/data/cover/132/131124.jpg,https://data25.chiasenhac.com/download2/2133/6/2132070-9f086160/128/Sac%20Mau%20Duyen%20Thuong%20-%20ImD_%20Shi%20G.mp3,https://vi.chiasenhac.vn/nghe-album/sac-mau-duyen-thuong-single-xss7v677qt2ktt.html
298,Ăn (Take Your Time),Hannah Hoang,https://data.chiasenhac.com/data/cover/132/131123.jpg,https://data25.chiasenhac.com/download2/2133/6/2132069-0c83b02a/128/An%20Take%20Your%20Time_%20-%20Hannah%20Hoang.mp3,https://vi.chiasenhac.vn/nghe-album/an-take-your-time-single-xss7v67mqt2kt8.html
299,Yêu Một Mà Chọn Hai,Linh Lê,https://data.chiasenhac.com/data/cover/132/131119.jpg,https://data25.chiasenhac.com/download2/2133/6/2132045-41f7cbd6/128/Yeu%20Mot%20Ma%20Chon%20Hai%20-%20Linh%20Le.mp3,https://vi.chiasenhac.vn/nghe-album/yeu-mot-ma-chon-hai-single-xss7v67cqt2ktv.html
300,Buồn Làm Chi Em Ơi (Cover),Gia Hy,https://data.chiasenhac.com/data/cover/132/131118.jpg,https://data25.chiasenhac.com/download2/2133/6/2132043-f218e53b/128/Buon%20Lam%20Chi%20Em%20Oi%20Cover_%20-%20Gia%20Hy.mp3,https://vi.chiasenhac.vn/nghe-album/buon-lam-chi-em-oi-cover-single-xss7v67dqt2ktm.html
301,D1311,Duy Zuno and  Phaos,https://data.chiasenhac.com/data/cover/132/131094.jpg,https://data25.chiasenhac.com/download2/2132/6/2131908-92db237c/128/D1311%20-%20Duy%20Zuno_%20Phaos.mp3,https://vi.chiasenhac.vn/nghe-album/d1311-single-xss7v6w5qt2k9h.html
302,Có Chó Nó Yêu Mày,Lâm Chấn Khang,https://data.chiasenhac.com/data/cover/132/131090.jpg,https://data25.chiasenhac.com/download2/2132/6/2131863-b53c0408/128/Co%20Cho%20No%20Yeu%20May%20-%20Lam%20Chan%20Khang.mp3,https://vi.chiasenhac.vn/nghe-album/co-cho-no-yeu-may-single-xss7v6wwqt2k99.html
303,Messenger,Bảo Uyên and 1DEE,https://data.chiasenhac.com/data/cover/132/131089.jpg,https://data25.chiasenhac.com/download2/2132/6/2131855-1c329c56/128/Messenger%20-%20Bao%20Uyen_%201DEE.mp3,https://vi.chiasenhac.vn/nghe-album/messenger-single-xss7v6wrqt2k9a.html
304,Yêu Thế Nào Mới Thấu,Gia Huy Singer,https://data.chiasenhac.com/data/cover/132/131088.jpg,https://data25.chiasenhac.com/download2/2132/6/2131852-378ae1ae/128/Yeu%20The%20Nao%20Moi%20Thau%20-%20Gia%20Huy%20Singer.mp3,https://vi.chiasenhac.vn/nghe-album/yeu-the-nao-moi-thau-single-xss7v6wbqt2k9q.html
305,Trái Tim Ơi Đừng Buồn,Thái Quỳnh,https://data.chiasenhac.com/data/cover/132/131087.jpg,https://data25.chiasenhac.com/download2/2132/6/2131851-0f256797/128/Trai%20Tim%20Oi%20Dung%20Buon%20-%20Thai%20Quynh.mp3,https://vi.chiasenhac.vn/nghe-album/trai-tim-oi-dung-buon-single-xss7v6wcqt2k9v.html
306,Mới Chia Tay Thôi Mà (Lofi Version),Cao Nam Thành,https://data.chiasenhac.com/data/cover/132/131086.jpg,https://data25.chiasenhac.com/download2/2132/6/2131850-1b2f6f4c/128/Moi%20Chia%20Tay%20Thoi%20Ma%20Lofi%20Version_%20-%20Cao.mp3,https://vi.chiasenhac.vn/nghe-album/moi-chia-tay-thoi-ma-lofi-version-single-xss7v6wdqt2k9m.html
307,Một Người (Vua Bánh Mì OST),Bạch Công Khanh,https://data.chiasenhac.com/data/cover/132/131077.jpg,https://data25.chiasenhac.com/download2/2132/6/2131821-cce42a7c/128/Mot%20Nguoi%20Vua%20Banh%20Mi%20OST_%20-%20Bach%20Cong%20K.mp3,https://vi.chiasenhac.vn/nghe-album/mot-nguoi-vua-banh-mi-ost-single-xss7v6r6qt2kak.html
308,Người Đứng Sau Hạnh Phúc,Don Hồ,https://data.chiasenhac.com/data/cover/132/131035.jpg,https://data25.chiasenhac.com/download2/2132/6/2131608-38d0e085/128/Nguoi%20Dung%20Sau%20Hanh%20Phuc%20-%20Don%20Ho.mp3,https://vi.chiasenhac.vn/nghe-album/thuy-nga-music-box-14-nguoi-dung-sau-hanh-phuc-singer-xss7v6d0qt2kmn.html
309,I'm Fine (กำลังดี),Arii,https://data.chiasenhac.com/data/cover/132/131005.jpg,https://data25.chiasenhac.com/download2/2132/6/2131525-e0c47e16/128/I_m%20Fine%20-%20Arii.mp3,https://vi.chiasenhac.vn/nghe-album/im-fine-single-xss7v6qqqt2kee.html
310,Boy Mỹ Con (Masew Remix),B Ray and Masew,https://data.chiasenhac.com/data/cover/131/130995.jpg,https://data25.chiasenhac.com/download2/2132/6/2131471-44de185f/128/Boy%20My%20Con%20Masew%20Remix_%20-%20B%20Ray_%20Masew.mp3,https://vi.chiasenhac.vn/nghe-album/boy-my-con-masew-remixsingle-xss7v6tmqt2kf8.html
311,Giờ Này Anh Ở Đâu,Thanh Tuyền and Phương Hồng Quế,https://data.chiasenhac.com/data/cover/131/130993.jpg,https://data25.chiasenhac.com/download2/2132/6/2131460-5814a3e7/128/Gio%20Nay%20Anh%20O%20Dau%20-%20Thanh%20Tuyen_%20Phuong.mp3,https://vi.chiasenhac.vn/nghe-album/thuy-nga-music-box-10-gio-nay-anh-o-dau-singer-xss7v6trqt2kfa.html
312,Cô Nữ Sinh Gia Long,Ngọc Ngữ and Châu Ngọc Hà,https://data.chiasenhac.com/data/cover/131/130977.jpg,https://data25.chiasenhac.com/download2/2132/6/2131316-d141a04f/128/Co%20Nu%20Sinh%20Gia%20Long%20-%20Ngoc%20Ngu_%20Chau%20Ngo.mp3,https://vi.chiasenhac.vn/nghe-album/thuy-nga-music-box-8-tuyet-lanh-singer-xss7v70rqt2tna.html
313,Hãy Quên Nhau,Tuấn Vũ,https://data.chiasenhac.com/data/cover/131/130973.jpg,https://data25.chiasenhac.com/download2/2132/6/2131257-07d04096/128/Hay%20Quen%20Nhau%20-%20Tuan%20Vu.mp3,https://vi.chiasenhac.vn/nghe-album/thuy-nga-music-box-15-nho-nhau-hoai-singer-xss7v70qqt2tne.html
